Time,House,School,Health_center,Mosque,Water_pump
20130124:0907,0.233,1,1,0.1,1
20130124:1007,0.268,1,1,0.1,1
20130124:1107,0.288,1,1,1,0.86
20130124:1207,0.374,1,1,1,0.71
20130124:1307,0.281,1,1,1,0.71
20130124:1407,0.226,1,1,0.5,0.86
20130124:1507,0.215,1,1,1,0.86
20130124:1607,0.221,0.85,0.85,1,1
20130124:1707,0.356,0.31,0.31,0.5,1
20130124:1807,0.667,0.15,0.15,1,0.71
20130124:1907,0.543,0.15,0.15,1,0.57
20130124:2007,0.366,0.15,0.15,0.1,0.29
20130124:2107,0.26,0.15,0.15,0.1,0.14
20130124:2207,0.162,0.15,0.15,0.1,0.14
20130124:2307,0.11,0.15,0.15,0.1,0.14
20130125:0007,0.059,0.15,0.15,0.1,0.14
20130125:0107,0.051,0.15,0.15,0.1,0.14
20130125:0207,0.051,0.15,0.15,0.1,0.14
20130125:0307,0.051,0.15,0.15,0.1,0.29
20130125:0407,0.177,0.15,0.15,0.85,0.43
20130125:0507,0.271,0.15,0.15,0.85,0.57
20130125:0607,0.298,0.46,0.46,0.5,0.71
20130125:0707,0.271,0.92,0.92,0.1,0.86
20130125:0807,0.227,0.92,0.92,0.1,1
20130125:0907,0.233,1,1,0.1,1
20130125:1007,0.268,1,1,0.1,1
20130125:1107,0.288,1,1,1,0.86
20130125:1207,0.374,1,1,1,0.71
20130125:1307,0.281,1,1,1,0.71
20130125:1407,0.226,1,1,0.5,0.86
20130125:1507,0.215,1,1,1,0.86
20130125:1607,0.221,0.85,0.85,1,1
20130125:1707,0.356,0.31,0.31,0.5,1
20130125:1807,0.667,0.15,0.15,1,0.71
20130125:1907,0.543,0.15,0.15,1,0.57
20130125:2007,0.366,0.15,0.15,0.1,0.29
20130125:2107,0.26,0.15,0.15,0.1,0.14
20130125:2207,0.162,0.15,0.15,0.1,0.14
20130125:2307,0.11,0.15,0.15,0.1,0.14
20130126:0007,0.059,0.15,0.15,0.1,0.14
20130126:0107,0.051,0.15,0.15,0.1,0.14
20130126:0207,0.051,0.15,0.15,0.1,0.14
20130126:0307,0.051,0.15,0.15,0.1,0.29
20130126:0407,0.177,0.15,0.15,0.85,0.43
20130126:0507,0.271,0.15,0.15,0.85,0.57
20130126:0607,0.298,0.46,0.46,0.5,0.71
20130126:0707,0.271,0.92,0.92,0.1,0.86
20130126:0807,0.227,0.92,0.92,0.1,1
20130126:0907,0.233,1,1,0.1,1
20130126:1007,0.268,1,1,0.1,1
20130126:1107,0.288,1,1,1,0.86
20130126:1207,0.374,1,1,1,0.71
20130126:1307,0.281,1,1,1,0.71
20130126:1407,0.226,1,1,0.5,0.86
20130126:1507,0.215,1,1,1,0.86
20130126:1607,0.221,0.85,0.85,1,1
20130126:1707,0.356,0.31,0.31,0.5,1
20130126:1807,0.667,0.15,0.15,1,0.71
20130126:1907,0.543,0.15,0.15,1,0.57
20130126:2007,0.366,0.15,0.15,0.1,0.29
20130126:2107,0.26,0.15,0.15,0.1,0.14
20130126:2207,0.162,0.15,0.15,0.1,0.14
20130126:2307,0.11,0.15,0.15,0.1,0.14
20130127:0007,0.059,0.15,0.15,0.1,0.14
20130127:0107,0.051,0.15,0.15,0.1,0.14
20130127:0207,0.051,0.15,0.15,0.1,0.14
20130127:0307,0.051,0.15,0.15,0.1,0.29
20130127:0407,0.177,0.15,0.15,0.85,0.43
20130127:0507,0.271,0.15,0.15,0.85,0.57
20130127:0607,0.298,0.46,0.46,0.5,0.71
20130127:0707,0.271,0.92,0.92,0.1,0.86
20130127:0807,0.227,0.92,0.92,0.1,1
20130127:0907,0.233,1,1,0.1,1
20130127:1007,0.268,1,1,0.1,1
20130127:1107,0.288,1,1,1,0.86
20130127:1207,0.374,1,1,1,0.71
20130127:1307,0.281,1,1,1,0.71
20130127:1407,0.226,1,1,0.5,0.86
20130127:1507,0.215,1,1,1,0.86
20130127:1607,0.221,0.85,0.85,1,1
20130127:1707,0.356,0.31,0.31,0.5,1
20130127:1807,0.667,0.15,0.15,1,0.71
20130127:1907,0.543,0.15,0.15,1,0.57
20130127:2007,0.366,0.15,0.15,0.1,0.29
20130127:2107,0.26,0.15,0.15,0.1,0.14
20130127:2207,0.162,0.15,0.15,0.1,0.14
20130127:2307,0.11,0.15,0.15,0.1,0.14
20130128:0007,0.059,0.15,0.15,0.1,0.14
20130128:0107,0.051,0.15,0.15,0.1,0.14
20130128:0207,0.051,0.15,0.15,0.1,0.14
20130128:0307,0.051,0.15,0.15,0.1,0.29
20130128:0407,0.177,0.15,0.15,0.85,0.43
20130128:0507,0.271,0.15,0.15,0.85,0.57
20130128:0607,0.298,0.46,0.46,0.5,0.71
20130128:0707,0.271,0.92,0.92,0.1,0.86
20130128:0807,0.227,0.92,0.92,0.1,1
20130128:0907,0.233,1,1,0.1,1
20130128:1007,0.268,1,1,0.1,1
20130128:1107,0.288,1,1,1,0.86
20130128:1207,0.374,1,1,1,0.71
20130128:1307,0.281,1,1,1,0.71
20130128:1407,0.226,1,1,0.5,0.86
20130128:1507,0.215,1,1,1,0.86
20130128:1607,0.221,0.85,0.85,1,1
20130128:1707,0.356,0.31,0.31,0.5,1
20130128:1807,0.667,0.15,0.15,1,0.71
20130128:1907,0.543,0.15,0.15,1,0.57
20130128:2007,0.366,0.15,0.15,0.1,0.29
20130128:2107,0.26,0.15,0.15,0.1,0.14
20130128:2207,0.162,0.15,0.15,0.1,0.14
20130128:2307,0.11,0.15,0.15,0.1,0.14
20130129:0007,0.059,0.15,0.15,0.1,0.14
20130129:0107,0.051,0.15,0.15,0.1,0.14
20130129:0207,0.051,0.15,0.15,0.1,0.14
20130129:0307,0.051,0.15,0.15,0.1,0.29
20130129:0407,0.177,0.15,0.15,0.85,0.43
20130129:0507,0.271,0.15,0.15,0.85,0.57
20130129:0607,0.298,0.46,0.46,0.5,0.71
20130129:0707,0.271,0.92,0.92,0.1,0.86
20130129:0807,0.227,0.92,0.92,0.1,1
20130129:0907,0.233,1,1,0.1,1
20130129:1007,0.268,1,1,0.1,1
20130129:1107,0.288,1,1,1,0.86
20130129:1207,0.374,1,1,1,0.71
20130129:1307,0.281,1,1,1,0.71
20130129:1407,0.226,1,1,0.5,0.86
20130129:1507,0.215,1,1,1,0.86
20130129:1607,0.221,0.85,0.85,1,1
20130129:1707,0.356,0.31,0.31,0.5,1
20130129:1807,0.667,0.15,0.15,1,0.71
20130129:1907,0.543,0.15,0.15,1,0.57
20130129:2007,0.366,0.15,0.15,0.1,0.29
20130129:2107,0.26,0.15,0.15,0.1,0.14
20130129:2207,0.162,0.15,0.15,0.1,0.14
20130129:2307,0.11,0.15,0.15,0.1,0.14
20130130:0007,0.059,0.15,0.15,0.1,0.14
20130130:0107,0.051,0.15,0.15,0.1,0.14
20130130:0207,0.051,0.15,0.15,0.1,0.14
20130130:0307,0.051,0.15,0.15,0.1,0.29
20130130:0407,0.177,0.15,0.15,0.85,0.43
20130130:0507,0.271,0.15,0.15,0.85,0.57
20130130:0607,0.298,0.46,0.46,0.5,0.71
20130130:0707,0.271,0.92,0.92,0.1,0.86
20130130:0807,0.227,0.92,0.92,0.1,1
20130130:0907,0.233,1,1,0.1,1
20130130:1007,0.268,1,1,0.1,1
20130130:1107,0.288,1,1,1,0.86
20130130:1207,0.374,1,1,1,0.71
20130130:1307,0.281,1,1,1,0.71
20130130:1407,0.226,1,1,0.5,0.86
20130130:1507,0.215,1,1,1,0.86
20130130:1607,0.221,0.85,0.85,1,1
20130130:1707,0.356,0.31,0.31,0.5,1
20130130:1807,0.667,0.15,0.15,1,0.71
20130130:1907,0.543,0.15,0.15,1,0.57
20130130:2007,0.366,0.15,0.15,0.1,0.29
20130130:2107,0.26,0.15,0.15,0.1,0.14
20130130:2207,0.162,0.15,0.15,0.1,0.14
20130130:2307,0.11,0.15,0.15,0.1,0.14
20130131:0007,0.059,0.15,0.15,0.1,0.14
20130131:0107,0.051,0.15,0.15,0.1,0.14
20130131:0207,0.051,0.15,0.15,0.1,0.14
20130131:0307,0.051,0.15,0.15,0.1,0.29
20130131:0407,0.177,0.15,0.15,0.85,0.43
20130131:0507,0.271,0.15,0.15,0.85,0.57
20130131:0607,0.298,0.46,0.46,0.5,0.71
20130131:0707,0.271,0.92,0.92,0.1,0.86
20130131:0807,0.227,0.92,0.92,0.1,1
20130131:0907,0.233,1,1,0.1,1
20130131:1007,0.268,1,1,0.1,1
20130131:1107,0.288,1,1,1,0.86
20130131:1207,0.374,1,1,1,0.71
20130131:1307,0.281,1,1,1,0.71
20130131:1407,0.226,1,1,0.5,0.86
20130131:1507,0.215,1,1,1,0.86
20130131:1607,0.221,0.85,0.85,1,1
20130131:1707,0.356,0.31,0.31,0.5,1
20130131:1807,0.667,0.15,0.15,1,0.71
20130131:1907,0.543,0.15,0.15,1,0.57
20130131:2007,0.366,0.15,0.15,0.1,0.29
20130131:2107,0.26,0.15,0.15,0.1,0.14
20130131:2207,0.162,0.15,0.15,0.1,0.14
20130131:2307,0.11,0.15,0.15,0.1,0.14
20130201:0007,0.061,0.15,0.15,0.1,0.14
20130201:0107,0.053,0.15,0.15,0.1,0.14
20130201:0207,0.053,0.15,0.15,0.1,0.14
20130201:0307,0.053,0.15,0.15,0.1,0.29
20130201:0407,0.183,0.15,0.15,0.85,0.43
20130201:0507,0.281,0.15,0.15,0.85,0.57
20130201:0607,0.309,0.46,0.46,0.5,0.71
20130201:0707,0.281,0.92,0.92,0.1,0.86
20130201:0807,0.236,0.92,0.92,0.1,1
20130201:0907,0.242,1,1,0.1,1
20130201:1007,0.278,1,1,0.1,1
20130201:1107,0.299,1,1,1,0.86
20130201:1207,0.389,1,1,1,0.71
20130201:1307,0.292,1,1,1,0.71
20130201:1407,0.235,1,1,0.5,0.86
20130201:1507,0.223,1,1,1,0.86
20130201:1607,0.23,0.85,0.85,1,1
20130201:1707,0.37,0.31,0.31,0.5,1
20130201:1807,0.692,0.15,0.15,1,0.71
20130201:1907,0.563,0.15,0.15,1,0.57
20130201:2007,0.38,0.15,0.15,0.1,0.29
20130201:2107,0.269,0.15,0.15,0.1,0.14
20130201:2207,0.169,0.15,0.15,0.1,0.14
20130201:2307,0.114,0.15,0.15,0.1,0.14
20130202:0007,0.061,0.15,0.15,0.1,0.14
20130202:0107,0.053,0.15,0.15,0.1,0.14
20130202:0207,0.053,0.15,0.15,0.1,0.14
20130202:0307,0.053,0.15,0.15,0.1,0.29
20130202:0407,0.183,0.15,0.15,0.85,0.43
20130202:0507,0.281,0.15,0.15,0.85,0.57
20130202:0607,0.309,0.46,0.46,0.5,0.71
20130202:0707,0.281,0.92,0.92,0.1,0.86
20130202:0807,0.236,0.92,0.92,0.1,1
20130202:0907,0.242,1,1,0.1,1
20130202:1007,0.278,1,1,0.1,1
20130202:1107,0.299,1,1,1,0.86
20130202:1207,0.389,1,1,1,0.71
20130202:1307,0.292,1,1,1,0.71
20130202:1407,0.235,1,1,0.5,0.86
20130202:1507,0.223,1,1,1,0.86
20130202:1607,0.23,0.85,0.85,1,1
20130202:1707,0.37,0.31,0.31,0.5,1
20130202:1807,0.692,0.15,0.15,1,0.71
20130202:1907,0.563,0.15,0.15,1,0.57
20130202:2007,0.38,0.15,0.15,0.1,0.29
20130202:2107,0.269,0.15,0.15,0.1,0.14
20130202:2207,0.169,0.15,0.15,0.1,0.14
20130202:2307,0.114,0.15,0.15,0.1,0.14
20130203:0007,0.061,0.15,0.15,0.1,0.14
20130203:0107,0.053,0.15,0.15,0.1,0.14
20130203:0207,0.053,0.15,0.15,0.1,0.14
20130203:0307,0.053,0.15,0.15,0.1,0.29
20130203:0407,0.183,0.15,0.15,0.85,0.43
20130203:0507,0.281,0.15,0.15,0.85,0.57
20130203:0607,0.309,0.46,0.46,0.5,0.71
20130203:0707,0.281,0.92,0.92,0.1,0.86
20130203:0807,0.236,0.92,0.92,0.1,1
20130203:0907,0.242,1,1,0.1,1
20130203:1007,0.278,1,1,0.1,1
20130203:1107,0.299,1,1,1,0.86
20130203:1207,0.389,1,1,1,0.71
20130203:1307,0.292,1,1,1,0.71
20130203:1407,0.235,1,1,0.5,0.86
20130203:1507,0.223,1,1,1,0.86
20130203:1607,0.23,0.85,0.85,1,1
20130203:1707,0.37,0.31,0.31,0.5,1
20130203:1807,0.692,0.15,0.15,1,0.71
20130203:1907,0.563,0.15,0.15,1,0.57
20130203:2007,0.38,0.15,0.15,0.1,0.29
20130203:2107,0.269,0.15,0.15,0.1,0.14
20130203:2207,0.169,0.15,0.15,0.1,0.14
20130203:2307,0.114,0.15,0.15,0.1,0.14
20130204:0007,0.061,0.15,0.15,0.1,0.14
20130204:0107,0.053,0.15,0.15,0.1,0.14
20130204:0207,0.053,0.15,0.15,0.1,0.14
20130204:0307,0.053,0.15,0.15,0.1,0.29
20130204:0407,0.183,0.15,0.15,0.85,0.43
20130204:0507,0.281,0.15,0.15,0.85,0.57
20130204:0607,0.309,0.46,0.46,0.5,0.71
20130204:0707,0.281,0.92,0.92,0.1,0.86
20130204:0807,0.236,0.92,0.92,0.1,1
20130204:0907,0.242,1,1,0.1,1
20130204:1007,0.278,1,1,0.1,1
20130204:1107,0.299,1,1,1,0.86
20130204:1207,0.389,1,1,1,0.71
20130204:1307,0.292,1,1,1,0.71
20130204:1407,0.235,1,1,0.5,0.86
20130204:1507,0.223,1,1,1,0.86
20130204:1607,0.23,0.85,0.85,1,1
20130204:1707,0.37,0.31,0.31,0.5,1
20130204:1807,0.692,0.15,0.15,1,0.71
20130204:1907,0.563,0.15,0.15,1,0.57
20130204:2007,0.38,0.15,0.15,0.1,0.29
20130204:2107,0.269,0.15,0.15,0.1,0.14
20130204:2207,0.169,0.15,0.15,0.1,0.14
20130204:2307,0.114,0.15,0.15,0.1,0.14
20130205:0007,0.061,0.15,0.15,0.1,0.14
20130205:0107,0.053,0.15,0.15,0.1,0.14
20130205:0207,0.053,0.15,0.15,0.1,0.14
20130205:0307,0.053,0.15,0.15,0.1,0.29
20130205:0407,0.183,0.15,0.15,0.85,0.43
20130205:0507,0.281,0.15,0.15,0.85,0.57
20130205:0607,0.309,0.46,0.46,0.5,0.71
20130205:0707,0.281,0.92,0.92,0.1,0.86
20130205:0807,0.236,0.92,0.92,0.1,1
20130205:0907,0.242,1,1,0.1,1
20130205:1007,0.278,1,1,0.1,1
20130205:1107,0.299,1,1,1,0.86
20130205:1207,0.389,1,1,1,0.71
20130205:1307,0.292,1,1,1,0.71
20130205:1407,0.235,1,1,0.5,0.86
20130205:1507,0.223,1,1,1,0.86
20130205:1607,0.23,0.85,0.85,1,1
20130205:1707,0.37,0.31,0.31,0.5,1
20130205:1807,0.692,0.15,0.15,1,0.71
20130205:1907,0.563,0.15,0.15,1,0.57
20130205:2007,0.38,0.15,0.15,0.1,0.29
20130205:2107,0.269,0.15,0.15,0.1,0.14
20130205:2207,0.169,0.15,0.15,0.1,0.14
20130205:2307,0.114,0.15,0.15,0.1,0.14
20130206:0007,0.061,0.15,0.15,0.1,0.14
20130206:0107,0.053,0.15,0.15,0.1,0.14
20130206:0207,0.053,0.15,0.15,0.1,0.14
20130206:0307,0.053,0.15,0.15,0.1,0.29
20130206:0407,0.183,0.15,0.15,0.85,0.43
20130206:0507,0.281,0.15,0.15,0.85,0.57
20130206:0607,0.309,0.46,0.46,0.5,0.71
20130206:0707,0.281,0.92,0.92,0.1,0.86
20130206:0807,0.236,0.92,0.92,0.1,1
20130206:0907,0.242,1,1,0.1,1
20130206:1007,0.278,1,1,0.1,1
20130206:1107,0.299,1,1,1,0.86
20130206:1207,0.389,1,1,1,0.71
20130206:1307,0.292,1,1,1,0.71
20130206:1407,0.235,1,1,0.5,0.86
20130206:1507,0.223,1,1,1,0.86
20130206:1607,0.23,0.85,0.85,1,1
20130206:1707,0.37,0.31,0.31,0.5,1
20130206:1807,0.692,0.15,0.15,1,0.71
20130206:1907,0.563,0.15,0.15,1,0.57
20130206:2007,0.38,0.15,0.15,0.1,0.29
20130206:2107,0.269,0.15,0.15,0.1,0.14
20130206:2207,0.169,0.15,0.15,0.1,0.14
20130206:2307,0.114,0.15,0.15,0.1,0.14
20130207:0007,0.061,0.15,0.15,0.1,0.14
20130207:0107,0.053,0.15,0.15,0.1,0.14
20130207:0207,0.053,0.15,0.15,0.1,0.14
20130207:0307,0.053,0.15,0.15,0.1,0.29
20130207:0407,0.183,0.15,0.15,0.85,0.43
20130207:0507,0.281,0.15,0.15,0.85,0.57
20130207:0607,0.309,0.46,0.46,0.5,0.71
20130207:0707,0.281,0.92,0.92,0.1,0.86
20130207:0807,0.236,0.92,0.92,0.1,1
20130207:0907,0.242,1,1,0.1,1
20130207:1007,0.278,1,1,0.1,1
20130207:1107,0.299,1,1,1,0.86
20130207:1207,0.389,1,1,1,0.71
20130207:1307,0.292,1,1,1,0.71
20130207:1407,0.235,1,1,0.5,0.86
20130207:1507,0.223,1,1,1,0.86
20130207:1607,0.23,0.85,0.85,1,1
20130207:1707,0.37,0.31,0.31,0.5,1
20130207:1807,0.692,0.15,0.15,1,0.71
20130207:1907,0.563,0.15,0.15,1,0.57
20130207:2007,0.38,0.15,0.15,0.1,0.29
20130207:2107,0.269,0.15,0.15,0.1,0.14
20130207:2207,0.169,0.15,0.15,0.1,0.14
20130207:2307,0.114,0.15,0.15,0.1,0.14
20130208:0007,0.061,0.15,0.15,0.1,0.14
20130208:0107,0.053,0.15,0.15,0.1,0.14
20130208:0207,0.053,0.15,0.15,0.1,0.14
20130208:0307,0.053,0.15,0.15,0.1,0.29
20130208:0407,0.183,0.15,0.15,0.85,0.43
20130208:0507,0.281,0.15,0.15,0.85,0.57
20130208:0607,0.309,0.46,0.46,0.5,0.71
20130208:0707,0.281,0.92,0.92,0.1,0.86
20130208:0807,0.236,0.92,0.92,0.1,1
20130208:0907,0.242,1,1,0.1,1
20130208:1007,0.278,1,1,0.1,1
20130208:1107,0.299,1,1,1,0.86
20130208:1207,0.389,1,1,1,0.71
20130208:1307,0.292,1,1,1,0.71
20130208:1407,0.235,1,1,0.5,0.86
20130208:1507,0.223,1,1,1,0.86
20130208:1607,0.23,0.85,0.85,1,1
20130208:1707,0.37,0.31,0.31,0.5,1
20130208:1807,0.692,0.15,0.15,1,0.71
20130208:1907,0.563,0.15,0.15,1,0.57
20130208:2007,0.38,0.15,0.15,0.1,0.29
20130208:2107,0.269,0.15,0.15,0.1,0.14
20130208:2207,0.169,0.15,0.15,0.1,0.14
20130208:2307,0.114,0.15,0.15,0.1,0.14
20130209:0007,0.061,0.15,0.15,0.1,0.14
20130209:0107,0.053,0.15,0.15,0.1,0.14
20130209:0207,0.053,0.15,0.15,0.1,0.14
20130209:0307,0.053,0.15,0.15,0.1,0.29
20130209:0407,0.183,0.15,0.15,0.85,0.43
20130209:0507,0.281,0.15,0.15,0.85,0.57
20130209:0607,0.309,0.46,0.46,0.5,0.71
20130209:0707,0.281,0.92,0.92,0.1,0.86
20130209:0807,0.236,0.92,0.92,0.1,1
20130209:0907,0.242,1,1,0.1,1
20130209:1007,0.278,1,1,0.1,1
20130209:1107,0.299,1,1,1,0.86
20130209:1207,0.389,1,1,1,0.71
20130209:1307,0.292,1,1,1,0.71
20130209:1407,0.235,1,1,0.5,0.86
20130209:1507,0.223,1,1,1,0.86
20130209:1607,0.23,0.85,0.85,1,1
20130209:1707,0.37,0.31,0.31,0.5,1
20130209:1807,0.692,0.15,0.15,1,0.71
20130209:1907,0.563,0.15,0.15,1,0.57
20130209:2007,0.38,0.15,0.15,0.1,0.29
20130209:2107,0.269,0.15,0.15,0.1,0.14
20130209:2207,0.169,0.15,0.15,0.1,0.14
20130209:2307,0.114,0.15,0.15,0.1,0.14
20130210:0007,0.061,0.15,0.15,0.1,0.14
20130210:0107,0.053,0.15,0.15,0.1,0.14
20130210:0207,0.053,0.15,0.15,0.1,0.14
20130210:0307,0.053,0.15,0.15,0.1,0.29
20130210:0407,0.183,0.15,0.15,0.85,0.43
20130210:0507,0.281,0.15,0.15,0.85,0.57
20130210:0607,0.309,0.46,0.46,0.5,0.71
20130210:0707,0.281,0.92,0.92,0.1,0.86
20130210:0807,0.236,0.92,0.92,0.1,1
20130210:0907,0.242,1,1,0.1,1
20130210:1007,0.278,1,1,0.1,1
20130210:1107,0.299,1,1,1,0.86
20130210:1207,0.389,1,1,1,0.71
20130210:1307,0.292,1,1,1,0.71
20130210:1407,0.235,1,1,0.5,0.86
20130210:1507,0.223,1,1,1,0.86
20130210:1607,0.23,0.85,0.85,1,1
20130210:1707,0.37,0.31,0.31,0.5,1
20130210:1807,0.692,0.15,0.15,1,0.71
20130210:1907,0.563,0.15,0.15,1,0.57
20130210:2007,0.38,0.15,0.15,0.1,0.29
20130210:2107,0.269,0.15,0.15,0.1,0.14
20130210:2207,0.169,0.15,0.15,0.1,0.14
20130210:2307,0.114,0.15,0.15,0.1,0.14
20130211:0007,0.061,0.15,0.15,0.1,0.14
20130211:0107,0.053,0.15,0.15,0.1,0.14
20130211:0207,0.053,0.15,0.15,0.1,0.14
20130211:0307,0.053,0.15,0.15,0.1,0.29
20130211:0407,0.183,0.15,0.15,0.85,0.43
20130211:0507,0.281,0.15,0.15,0.85,0.57
20130211:0607,0.309,0.46,0.46,0.5,0.71
20130211:0707,0.281,0.92,0.92,0.1,0.86
20130211:0807,0.236,0.92,0.92,0.1,1
20130211:0907,0.242,1,1,0.1,1
20130211:1007,0.278,1,1,0.1,1
20130211:1107,0.299,1,1,1,0.86
20130211:1207,0.389,1,1,1,0.71
20130211:1307,0.292,1,1,1,0.71
20130211:1407,0.235,1,1,0.5,0.86
20130211:1507,0.223,1,1,1,0.86
20130211:1607,0.23,0.85,0.85,1,1
20130211:1707,0.37,0.31,0.31,0.5,1
20130211:1807,0.692,0.15,0.15,1,0.71
20130211:1907,0.563,0.15,0.15,1,0.57
20130211:2007,0.38,0.15,0.15,0.1,0.29
20130211:2107,0.269,0.15,0.15,0.1,0.14
20130211:2207,0.169,0.15,0.15,0.1,0.14
20130211:2307,0.114,0.15,0.15,0.1,0.14
20130212:0007,0.061,0.15,0.15,0.1,0.14
20130212:0107,0.053,0.15,0.15,0.1,0.14
20130212:0207,0.053,0.15,0.15,0.1,0.14
20130212:0307,0.053,0.15,0.15,0.1,0.29
20130212:0407,0.183,0.15,0.15,0.85,0.43
20130212:0507,0.281,0.15,0.15,0.85,0.57
20130212:0607,0.309,0.46,0.46,0.5,0.71
20130212:0707,0.281,0.92,0.92,0.1,0.86
20130212:0807,0.236,0.92,0.92,0.1,1
20130212:0907,0.242,1,1,0.1,1
20130212:1007,0.278,1,1,0.1,1
20130212:1107,0.299,1,1,1,0.86
20130212:1207,0.389,1,1,1,0.71
20130212:1307,0.292,1,1,1,0.71
20130212:1407,0.235,1,1,0.5,0.86
20130212:1507,0.223,1,1,1,0.86
20130212:1607,0.23,0.85,0.85,1,1
20130212:1707,0.37,0.31,0.31,0.5,1
20130212:1807,0.692,0.15,0.15,1,0.71
20130212:1907,0.563,0.15,0.15,1,0.57
20130212:2007,0.38,0.15,0.15,0.1,0.29
20130212:2107,0.269,0.15,0.15,0.1,0.14
20130212:2207,0.169,0.15,0.15,0.1,0.14
20130212:2307,0.114,0.15,0.15,0.1,0.14
20130213:0007,0.061,0.15,0.15,0.1,0.14
20130213:0107,0.053,0.15,0.15,0.1,0.14
20130213:0207,0.053,0.15,0.15,0.1,0.14
20130213:0307,0.053,0.15,0.15,0.1,0.29
20130213:0407,0.183,0.15,0.15,0.85,0.43
20130213:0507,0.281,0.15,0.15,0.85,0.57
20130213:0607,0.309,0.46,0.46,0.5,0.71
20130213:0707,0.281,0.92,0.92,0.1,0.86
20130213:0807,0.236,0.92,0.92,0.1,1
20130213:0907,0.242,1,1,0.1,1
20130213:1007,0.278,1,1,0.1,1
20130213:1107,0.299,1,1,1,0.86
20130213:1207,0.389,1,1,1,0.71
20130213:1307,0.292,1,1,1,0.71
20130213:1407,0.235,1,1,0.5,0.86
20130213:1507,0.223,1,1,1,0.86
20130213:1607,0.23,0.85,0.85,1,1
20130213:1707,0.37,0.31,0.31,0.5,1
20130213:1807,0.692,0.15,0.15,1,0.71
20130213:1907,0.563,0.15,0.15,1,0.57
20130213:2007,0.38,0.15,0.15,0.1,0.29
20130213:2107,0.269,0.15,0.15,0.1,0.14
20130213:2207,0.169,0.15,0.15,0.1,0.14
20130213:2307,0.114,0.15,0.15,0.1,0.14
20130214:0007,0.061,0.15,0.15,0.1,0.14
20130214:0107,0.053,0.15,0.15,0.1,0.14
20130214:0207,0.053,0.15,0.15,0.1,0.14
20130214:0307,0.053,0.15,0.15,0.1,0.29
20130214:0407,0.183,0.15,0.15,0.85,0.43
20130214:0507,0.281,0.15,0.15,0.85,0.57
20130214:0607,0.309,0.46,0.46,0.5,0.71
20130214:0707,0.281,0.92,0.92,0.1,0.86
20130214:0807,0.236,0.92,0.92,0.1,1
20130214:0907,0.242,1,1,0.1,1
20130214:1007,0.278,1,1,0.1,1
20130214:1107,0.299,1,1,1,0.86
20130214:1207,0.389,1,1,1,0.71
20130214:1307,0.292,1,1,1,0.71
20130214:1407,0.235,1,1,0.5,0.86
20130214:1507,0.223,1,1,1,0.86
20130214:1607,0.23,0.85,0.85,1,1
20130214:1707,0.37,0.31,0.31,0.5,1
20130214:1807,0.692,0.15,0.15,1,0.71
20130214:1907,0.563,0.15,0.15,1,0.57
20130214:2007,0.38,0.15,0.15,0.1,0.29
20130214:2107,0.269,0.15,0.15,0.1,0.14
20130214:2207,0.169,0.15,0.15,0.1,0.14
20130214:2307,0.114,0.15,0.15,0.1,0.14
20130215:0007,0.061,0.15,0.15,0.1,0.14
20130215:0107,0.053,0.15,0.15,0.1,0.14
20130215:0207,0.053,0.15,0.15,0.1,0.14
20130215:0307,0.053,0.15,0.15,0.1,0.29
20130215:0407,0.183,0.15,0.15,0.85,0.43
20130215:0507,0.281,0.15,0.15,0.85,0.57
20130215:0607,0.309,0.46,0.46,0.5,0.71
20130215:0707,0.281,0.92,0.92,0.1,0.86
20130215:0807,0.236,0.92,0.92,0.1,1
20130215:0907,0.242,1,1,0.1,1
20130215:1007,0.278,1,1,0.1,1
20130215:1107,0.299,1,1,1,0.86
20130215:1207,0.389,1,1,1,0.71
20130215:1307,0.292,1,1,1,0.71
20130215:1407,0.235,1,1,0.5,0.86
20130215:1507,0.223,1,1,1,0.86
20130215:1607,0.23,0.85,0.85,1,1
20130215:1707,0.37,0.31,0.31,0.5,1
20130215:1807,0.692,0.15,0.15,1,0.71
20130215:1907,0.563,0.15,0.15,1,0.57
20130215:2007,0.38,0.15,0.15,0.1,0.29
20130215:2107,0.269,0.15,0.15,0.1,0.14
20130215:2207,0.169,0.15,0.15,0.1,0.14
20130215:2307,0.114,0.15,0.15,0.1,0.14
20130216:0007,0.061,0.15,0.15,0.1,0.14
20130216:0107,0.053,0.15,0.15,0.1,0.14
20130216:0207,0.053,0.15,0.15,0.1,0.14
20130216:0307,0.053,0.15,0.15,0.1,0.29
20130216:0407,0.183,0.15,0.15,0.85,0.43
20130216:0507,0.281,0.15,0.15,0.85,0.57
20130216:0607,0.309,0.46,0.46,0.5,0.71
20130216:0707,0.281,0.92,0.92,0.1,0.86
20130216:0807,0.236,0.92,0.92,0.1,1
20130216:0907,0.242,1,1,0.1,1
20130216:1007,0.278,1,1,0.1,1
20130216:1107,0.299,1,1,1,0.86
20130216:1207,0.389,1,1,1,0.71
20130216:1307,0.292,1,1,1,0.71
20130216:1407,0.235,1,1,0.5,0.86
20130216:1507,0.223,1,1,1,0.86
20130216:1607,0.23,0.85,0.85,1,1
20130216:1707,0.37,0.31,0.31,0.5,1
20130216:1807,0.692,0.15,0.15,1,0.71
20130216:1907,0.563,0.15,0.15,1,0.57
